artificial47	Dugong dugon	Dugong dugon
artificial48	Etheostoma spectabile	Etheostoma spectabile
artificial49	Ficus exasperata	Ficus exasperata
artificial50	Globularia cordifolia	Globularia cordifolia
artificial51	Hebejeebie trifida	Hebejeebie trifida
artificial52	Helianthemum apenninum subsp. rothmaleri	Helianthemum apenninum subsp. rothmaleri
artificial53	Helianthemum conquense	Helianthemum conquense
artificial54	Helianthemum conquense	Helianthemum conquense
artificial55	Helianthemum coridifolium	Helianthemum coridifolium
artificial56	Helianthemum apenninum subsp. rothmaleri	Helianthemum apenninum subsp. rothmaleri
artificial57	Homo sapiens subsp.	Homo sapiens subsp.
artificial58	Hyacinthoides italica	Hyacinthoides italica
artificial59	Hydrodamalis gigas†	Hydrodamalis gigas†
artificial60	Ia io	Ia io
artificial61	Ia io	Ia io
artificial62	Lycopersicon lycopersicum	Lycopersicon lycopersicum
artificial63	Malus domestica	Malus domestica
artificial64	Malus domestica subsp. cerasifera	Malus domestica subsp. cerasifera
artificial65	Oncorhynchus tshawytscha	Oncorhynchus tshawytscha
artificial66	Orcinus orca	Orcinus orca
artificial67	P. ferrari	P. ferrari
artificial68	P. pallidula	P. pallidula
artificial68	P. orbula	P. orbula
artificial68	P. xantr	P. xantr
artificial69	Panthera leo	Panthera leo
artificial70	Pha. munitum	Pha. munitum
artificial71	Phallus impudicus	Phallus impudicus
artificial72	Pharomachrus mocinno	Pharomachrus mocinno
artificial73	Pheidole pallidula	Pheidole pallidula
artificial73	Pheidole orbula	Pheidole orbula
artificial73	Pheidole xantr	Pheidole xantr
artificial74	Phyllanthus officialis	Phyllanthus officialis
artificial75	Pinus rigida f. globosa	Pinus rigida f. globosa
artificial76	Polystichum munitum	Polystichum munitum
artificial77	Polystichum sp.	Polystichum sp.
artificial78	Polystichum spp.	Polystichum spp.
artificial79	Pseudotsuga menziesii	Pseudotsuga menziesii
artificial80	Pupa ferrari	Pupa ferrari
artificial81	Rosa gallica var. gallica	Rosa gallica var. gallica
artificial82	Rosa gallica var. gallica	Rosa gallica var. gallica
artificial83	Rubus cockburnianus	Rubus cockburnianus
artificial84	Rubus ursinus	Rubus ursinus
artificial85	Rubus ursinus	Rubus ursinus
artificial86	Rubus ursinus	Rubus ursinus
artificial87	Rubus ursinus	Rubus ursinus
artificial88	Sambucus nigra subsp. canadensis	Sambucus nigra subsp. canadensis
artificial89	Sambucus nigra subsp. canadensis var. canadensis f. canadensis	Sambucus nigra subsp. canadensis var. canadensis f. canadensis
artificial90	Sambucus nigra var. canadensis	Sambucus nigra var. canadensis
artificial91	Thuja plicata	Thuja plicata
artificial91	Thuja obtusa	Thuja obtusa
artificial92	Verrucaria aethiobola	Verrucaria aethiobola
artificial93	X. asperula	X. asperula
artificial94	Xeropicta krynickii	Xeropicta krynickii
artificial95	Xyris alba	Xyris alba
artificial96	Xyris operculata	Xyris operculata
artificial97	Xyris communis	Xyris communis
artificial98	Xyris floridana	Xyris floridana
artificial99	Xyris iridifolia	Xyris iridifolia
