copious016	Rhabdopliuhum forsteni	Rhabdopliuhum forsteni
copious017	Cornufer guentheri	Cornufer guentheri
copious017	P. guentheri	Platymantis guentheri
copious017	P. rabori	Platymantis rabori
copious017	Platymantis banahao	Platymantis banahao
copious017	Platymantis guentheri	Platymantis guentheri
copious017	Platymantis hazelae	Platymantis hazelae
copious017	Platymantis luzonensis	Platymantis luzonensis
copious017	Platymantis negrosensis	Platymantis negrosensis
copious017	Platymantis rabori	Platymantis rabori
copious018	C. costata	Colina costata
copious018	C. macrostoma	Cerithium macrostoma
copious018	Ceiithium pupeeforme	Ceiithium pupeeforme
copious018	Cerithium (Colina) macrostoma	Cerithium macrostoma
copious018	Cerithium costiferum	Cerithium costiferum
copious018	Cerithium macrostoma	Cerithium macrostoma
copious018	Cerithium torresi	Cerithium torresi
copious018	Colina costata	Colina costata
copious018	Colina pygmaea	Colina pygmaea
copious018	O. pupiformis	Oolina pupiformis
copious018	O. pygmcea	Oolina pygmaea
copious018	O. pygmy	Oolina pygmy
copious018	Oolina pupiformis	Oolina pupiformis
copious019	Dicranomyia saltans	Dicranomyia saltans
copious019	L. Semperi	Libnotes semperi
copious019	Libnotes Semperi	Libnotes semperi
copious019	Libnotes termitina	Libnotes termitina
copious019	Limnobia saltans	Limnobia saltans
copious020	Hopea tinctoria	Hopea tinctoria
copious020	Persea horbonia	Persea horbonia
copious020	Persea humilis	Persea humilis
copious020	Persea pubescens	Persea pubescens
copious020	S. glaucus	Symphoricarpos glaucus
copious020	S. parvifolius	Symphoricarpos parvifolius
copious020	S. tetonensis	Symphoricarpos tetonensis
copious020	Symphoricarpos albus	Symphoricarpos albus
copious020	Symphoricarpos orbiculatus	Symphoricarpos orbiculatus
copious020	Symphoricarpos oreophilus	Symphoricarpos oreophilus
copious020	Symphoricarpos orhiculatus	Symphoricarpos orhiculatus
copious020	Symphoricarpos parishii	Symphoricarpos parishii
copious020	Symphoricarpos parvifolius	Symphoricarpos parvifolius
copious020	Symphoricarpos paucifiorus	Symphoricarpos paucifiorus
copious020	Symphoricarpos racemosus	Symphoricarpos racemosus
copious020	Symphoricarpos rotundifolius	Symphoricarpos rotundifolius
copious020	Symphoricarpos symphoricarpos	Symphoricarpos symphoricarpos
copious020	Symphoricarpos tetonensis	Symphoricarpos tetonensis
copious020	Symphoricarpos utahensis	Symphoricarpos utahensis
copious020	Symphoricarpos vaccinioides	Symphoricarpos vaccinioides
copious020	Symphoricarpos vulgaris	Symphoricarpos vulgaris
copious020	Symplocos tinctoria	Symplocos tinctoria
copious020	T. imbricarium	Taxodinm imbricarium
copious020	Talinopsis frntescens	Talinopsis frntescens
copious020	Tamala borbonia	Tamala borbonia
copious020	Tamala humilis	Tamala humilis
copious020	Tamala pubescens	Tamala pubescens
copious020	Tamarix gallica	Tamarix gallica
copious020	Taxodinm ascendens	Taxodinm ascendens
copious020	Taxodinm spp.	Taxodinm spp.
copious021	Dipterocarpus turbinatus	Dipterocarpus turbinatus
copious021	Shorea robusta	Shorea robusta
copious022	Cycas circinalis	Cycas circinalis
copious022	Cycas medica	Cycas medica
copious022	Cycas revoluta	Cycas revoluta
copious022	Cycas Rumphii	Cycas rumphii
copious022	Cycas siamensis	Cycas siamensis
copious022	Dipterocarpus tuberculatus	Dipterocarpus tuberculatus
copious023	Hopea Odorata	Hopea odorata
copious025	Melanaxis elegans	Melanaxis elegans
copious025	Ussa chrysotrichos	Ussa chrysotrichos
copious025	Ussa cinereus	Ussa cinereus
copious025	Ussa corteanus	Ussa corteanus
copious025	Ussa crassicornis	Ussa crassicornis
copious025	Ussa dailliardianus	Ussa dailliardianus
copious025	Ussa elorzanus	Ussa elorzanus
copious025	Ussa francianus	Ussa francianus
copious025	Ussa garcianus	Ussa garcianus
copious025	Ussa gonzalinus	Ussa gonzalinus
copious025	Ussa gorrichanus	Ussa gorrichanus
copious026	Hopea parviflora	Hopea parviflora
copious026	Shorea robusta	Shorea robusta
copious026	Shorea Tumbuggaia	Shorea tumbuggaia
copious027	Cephalopholis argus	Cephalopholis argus
copious027	Plectropomus truncatus	Plectropomus truncatus
copious028	C. fultoni	Cypraea fultoni
copious028	C. martini	Cypraea martini
copious028	Cypraea (Notadusta) martini	Cypraea martini
copious028	Cypraea bee	Cypraea bee
copious028	Cypraea fultoni	Cypraea fultoni
copious028	Cypraea martini	Cypraea martini
copious029	Agrostis maxima	Agrostis maxima
copious029	Digitaria chinensis	Digitaria chinensis
copious029	Digitaria consanguinea	Digitaria consanguinea
copious029	Digitaria corymbosa	Digitaria corymbosa
copious029	Digitaria lanosa	Digitaria lanosa
copious029	Digitaria scopoli	Digitaria scopoli
copious029	Digitaria violascens	Digitaria violascens
copious029	Panicum corymbosum	Panicum corymbosum
copious029	Panicum gaudichaudii	Panicum gaudichaudii
copious029	Panicum microbachne	Panicum microbachne
copious029	Panicum pruriens var. glabrum	Panicum pruriens var. glabrum
copious029	Panicum sanguinale	Panicum sanguinale
copious029	Paspalum ftlicidme	Paspalum ftlicidme
copious029	Thysanolaena acarifera	Thysanolaena acarifera
copious029	Thysanolaena agrostis	Thysanolaena agrostis
copious029	Thysanolaena maxima	Thysanolaena maxima
copious030	Murina cyclotis	Murina cyclotis
copious030	Pipistrellus javanicus	Pipistrellus javanicus
copious030	Rhinolophus virgo	Rhinolophus virgo
copious031	A. integriflora	Artocarpus integriflora
copious031	A. khasiana	Artocarpus khasiana
copious031	A. lakoocha	Artocarpus lakoocha
copious031	A. procera	Albizzia procera
copious031	Albizzia lebbek	Albizzia lebbek
copious031	A. stipulata	Albizzia stipulata
copious031	Artocarpus chaplasha	Artocarpus chaplasha
copious031	Athrocephalus cadamba	Athrocephalus cadamba
copious031	B. malabaricum	Bombax malabaricum
copious031	Bombax insigne	Bombax insigne
copious031	Bridela retusa	Bridela retusa
copious031	C. resiniferum	Canarium resiniferum
copious031	Callophyllum polyanthum	Callophyllum polyanthum
copious031	Canarium bengalense	Canarium bengalense
copious031	Dillenia indica	Dillenia indica
copious031	Dipterocarpus macrocarpus	Dipterocarpus macrocarpus
copious031	Endospermum chinense	Endospermum chinense
copious031	Ficus glomerata	Ficus glomerata
copious031	F. nervosa	Ficus nervosa
copious031	Garcinia sp.	Garcinia sp.
copious031	L. parviflora	Lagerstroemia parviflora
copious031	Lagerstroemia flosreginae	Lagerstroemia flosreginae
copious031	Litsea citrata	Litsea citrata
copious031	Mangifera indica	Mangifera indica
copious031	P. goalparansis	Phoebe goalparansis
copious031	Parkia roxburghii	Parkia roxburghii
copious031	Phoebe cooperiana	Phoebe cooperiana
copious031	Shorea robusta	Shorea robusta
copious031	T. citrina	Terminalia citrina
copious031	T. myriocarpa	Terminalia myriocarpa
copious031	Terminalia bellirica	Terminalia bellirica
copious032	Imperata species	Imperata species
copious032	P. merkusii	Pinus merkusii
copious032	Phragmites species	Phragmites species
copious032	Pinus insularis	Pinus insularis
copious032	Saccharum species	Saccharum species
copious032	Vitex parviflora	Vitex parviflora
copious033	Pentacme Siamensis	Pentacme siamensis
copious034	Brucea amarissima	Brucea amarissima
copious034	Brucea sumatrana	Brucea sumatrana
copious034	Crotalaria orixensis	Crotalaria orixensis
copious035	T. amara	T. amara
copious035	T. anguina	T. anguina
copious035	T. cucumerina	T. cucumerina
copious036	Stemonoporus gardneri	Stemonoporus gardneri
copious037	Sagrina bifrons	Sagrina bifrons
copious038	Frinihi edntula	Frinihi edntula
copious038	Gazza argenlaria	Gazza argenlaria
copious038	Gazza minuta	Gazza minuta
copious038	Gazza tapeinosoma	Gazza tapeinosoma
copious038	Leiognathus edentula	Leiognathus edentula
copious038	Leiognathus fasciatus	Leiognathus fasciatus
copious038	Scomber minutus	Scomber minutus
copious038	Xystsema baconensis	Xystsema baconensis
copious038	Xystsema punctatum	Xystsema punctatum
copious039	S. acuminata	Shorea acuminata
copious039	S. Curtisii	Shorea curtisii
copious039	S. gratissima	Shorea gratissima
copious039	S. leprosula	Shorea leprosula
copious039	S. macroptera	Shorea macroptera
copious039	S. Maxwelliana	Shorea maxwelliana
copious039	S. parvifolia	Shorea parvifolia
copious039	S. scutulata	Shorea scutulata
copious039	S. sericea	Shorea sericea
copious040	Ambassis lungi	Ambassis lungi
copious040	Ambassis urotsenia	Ambassis urotsenia
copious040	Archamia bleekeri	Archamia bleekeri
copious040	Epinephelus fasciatus	Epinephelus fasciatus
copious040	Epinephelus merra	Epinephelus merra
copious040	Epinephelus tauvina	Epinephelus tauvina
copious040	Pempheris vanicolensis	Pempheris vanicolensis
copious040	Perea faieiata	Perea faieiata
copious040	Perea tauvina	Perea tauvina
copious041	Chanos chanos	Chanos chanos
copious042	Bathyliotina glassi	Bathyliotina glassi
copious042	Bathyliotina species	Bathyliotina species
copious042	Dentarene loculosa	Dentarene loculosa
copious042	Liotia armata	Liotia armata
copious042	Liotina peron	Liotina peron
copious042	Pseudoliotina springsteeni	Pseudoliotina springsteeni
copious043	Fagara piperita	Fagara piperita
copious043	X. violaceum	Xanthoxylum violaceum
copious043	Xanthoxylum oxyphyllum	Xanthoxylum oxyphyllum
copious044	Shorea curtisii	Shorea curtisii
copious044	Shorea leprosula	Shorea leprosula
copious044	Shorea maxwelliana	Shorea maxwelliana
copious044	Shorea multiflora	Shorea multiflora
copious045	Bucco niger	Bucco niger
copious045	Bucco rufifrons	Bucco rufifrons
copious046	Epinephelus guttatus	Epinephelus guttatus
copious046	Lutjanus campechanus	Lutjanus campechanus
copious046	Pandalus borealis	Pandalus borealis
copious046	Plectropomus leopardus	Plectropomus leopardus
copious046	Poecilia reticulata	Poecilia reticulata
copious046	Semicossyphus pulcher	Semicossyphus pulcher
copious047	Hopea Curtisii	Hopea curtisii
copious047	Hopea miceantha	Hopea miceantha
copious047	Hopea nervosa	Hopea nervosa
copious048	Sindora Wallichii	Sindora wallichii
copious049	Epimys Luzonicus	Epimys luzonicus
copious049	Epimys magnirostris	Epimys magnirostris
copious049	Epimys mindanensis	Epimys mindanensis
copious049	Epimys mindorensis	Epimys mindorensis
copious049	Epimys neglectus	Epimys neglectus
copious049	Epimys negrinus	Epimys negrinus
copious049	Epimys norvegicus	Epimys norvegicus
copious049	Epimys norwegicus	Epimys norwegicus
copious049	Epimys pantarensis	Epimys pantarensis
copious049	Epitnys luteiventris	Epitnys luteiventris
copious049	Mus ephippium negrinus	Mus ephippium subsp. negrinus
copious049	Mus hdeiventris	Mus hdeiventris
copious049	Mus luzonicus	Mus luzonicus
copious049	Mus magnirostris	Mus magnirostris
copious049	Mus mindanensis	Mus mindanensis
copious049	Mus mindorensis	Mus mindorensis
copious049	Mus neglectus	Mus neglectus
copious049	Mus norvegicus	Mus norvegicus
copious049	Mus pantarensis	Mus pantarensis
copious050	P. banahao	Platymantis banahao
copious050	P. luzonensis	Platymantis luzonensis
copious050	P. negrosensis	Platymantis negrosensis
copious050	P. rabori	Platymantis rabori
copious050	Platymantis guentheri	Platymantis guentheri
copious051	Albizzia julibrissin	Albizzia julibrissin
copious051	Albizzia procera	Albizzia procera
copious051	P. lohata	Pithecolobium lohata
copious051	Pithecolobium montanum	Pithecolobium montanum
copious051	Pithecolobium Saman	Pithecolobium saman
copious051	Pithecolobium sp.	Pithecolobium sp.
copious051	Pithecolobium subacutum	Pithecolobium subacutum
copious051	Wallaceodeiidrou celebica	Wallaceodeiidrou celebica
copious052	C. amboinensis	Cyclemys amboinensis
copious052	Cyclemys amboinensis	Cyclemys amboinensis
copious052	Cyclemys dhor	Cyclemys dhor
copious052	Heosemys leytensis	Heosemys leytensis
copious053	Arungana paniculata	Arungana paniculata
copious053	Haronga madugascariensis	Haronga madugascariensis
copious053	Haronga paniculata	Haronga paniculata
copious053	Monotes caloneurus	Monotes caloneurus
copious053	Polygala acicularis	Polygala acicularis
copious053	Portulaca oleracea	Portulaca oleracea
copious053	Sida cordifolia	Sida cordifolia
copious053	Sida linifolia	Sida linifolia
copious053	Sida spinosa	Sida spinosa
copious053	Urena lobata	Urena lobata
copious054	Octopus polyzenia	Octopus polyzenia
copious055	H. hutchinsonii	Hydnocarpus hutchinsonii
copious055	Hydnocarpus beccariana	Hydnocarpus beccariana
copious055	Hydnocarpus borneensis	Hydnocarpus borneensis
copious055	Hydnocarpus castanea	Hydnocarpus castanea
copious055	Hydnocarpus filipes	Hydnocarpus filipes
copious056	A. uniflorum var. bullatum	Acrotrema uniflorum var. bullatum
copious056	Acrotrema lyratum	Acrotrema lyratum
copious056	Adinandra lasiopetala	Adinandra lasiopetala
copious056	Alsodeia virgata	Alsodeia virgata
copious056	Aueria Gardneri	Aueria gardneri
copious056	Dipterocarpus zeylanicus	Dipterocarpus zeylanicus
copious056	Doona congestiflora	Doona congestiflora
copious056	Erythrospermum phytolaccoides	Erythrospermum phytolaccoides
copious056	Limacia cuspidata	Limacia cuspidata
copious056	Schumacheria angustifolia	Schumacheria angustifolia
copious056	Trichadenia zeylanica	Trichadenia zeylanica
copious056	Wormia triquetra	Wormia triquetra
copious057	Chimarrhornis bicolor	Chimarrhornis bicolor
copious057	Hyloterpe albiventris	Hyloterpe albiventris
copious057	Lole mindorensis	Lole mindorensis
copious057	Lole philippinensis	Lole philippinensis
copious057	M. palustris	Megalurus palustris
copious057	Megalurus ruficeps	Megalurus ruficeps
copious057	Pseudotharrhaleus caudatus	Pseudotharrhaleus caudatus
copious057	Zosterornis whiteheadi	Zosterornis whiteheadi
copious058	Dipterocarpus polyspermus	Dipterocarpus polyspermus
copious058	Shorea Talura	Shorea talura
copious059	Istiophorus albicans	Istiophorus albicans
copious061	Chaerephon plicatus	Chaerephon plicatus
copious061	Chserephon plicatus	Chserephon plicatus
copious061	Kerivoula whiteheadi	Kerivoula whiteheadi
copious061	Kerivouta whitehead	Kerivouta whitehead
copious061	Martes domestica	Martes domestica
copious061	Martes henricii	Martes henricii
copious061	Mustela (Martes) henricii	Mustela henricii
copious061	Nyctinomiis johorensis	Nyctinomiis johorensis
copious061	Plnelmarfes foina	Plnelmarfes foina
copious061	Vespertilio plicatus	Vespertilio plicatus
copious062	F. hypoleuca	F. hypoleuca
copious062	V. africana var. hypoleuca	V. africana var. hypoleuca
copious063	B. erosa	Balanocarpus erosa
copious063	B. utilis	Balanocarpus utilis
copious063	Hopea longifolia	Hopea longifolia
copious063	V. chinensis	Vatica chinensis
copious063	V. lanceaefolia	Vatica lanceaefolia
copious063	V. Roxburghiana	Vatica roxburghiana
copious064	C. discolor	Clerodendron discolor
copious065	C. nigricans	Cervus nigricans
copious065	C. philippinus	Cervus philippinus
copious065	C. steerii	Cervus steerii
copious065	Cervus culionensis	Cervus culionensis
copious065	Cervus steerii	Cervus steerii
copious067	H. polyalthoides	H. polyalthoides
copious067	H. resinosa	H. resinosa
copious067	Mesua kochummeniatia	Mesua kochummeniatia
copious067	S. bracteolata	Shorea bracteolata
copious067	S. elliptica	Shorea elliptica
copious067	S. exelliptica	Shorea exelliptica
copious067	S. foxworthii	Shorea foxworthii
copious067	S. lepidota	Shorea lepidota
copious067	S. leprosula	Shorea leprosula
copious067	S. ovalis	Shorea ovalis
copious067	S. palembanica	Shorea palembanica
copious067	S. singkawang	Shorea singkawang
copious067	Shorea acuminata	Shorea acuminata
copious068	D. affinis	Doona affinis
copious068	D. ajjinis	Doona ajjinis
copious068	D. oblonga	Doona oblonga
copious068	D. venulosa	Doona venulosa
copious070	A. oblonga	Anisoptera oblonga
copious070	Anisoptera glabra	Anisoptera glabra
copious070	H. Helferi	Hopea helferi
copious070	H. oblongifolia	Hopea oblongifolia
copious070	H. odorata	Hopea odorata
copious070	H. parviflora	Hopea parviflora
copious070	Shorea nervosa	Shorea nervosa
copious070	Vatica Melferi	Vatica melferi
copious071	Dryobalanops Camphor	Dryobalanops camphor
copious071	Isoptera borneensis	Isoptera borneensis
copious072	Shorea ciliata	Shorea ciliata
copious073	Pseudorhabdium longiceps	Pseudorhabdium longiceps
copious075	Myotis muricola browni	Myotis muricola subsp. browni
copious075	Philetor brachypterus	Philetor brachypterus
copious076	D. indicus	Dipterocarpus indicus
copious076	D. turbinatus	Dipterocarpus turbinatus
copious077	Chaerephon plicata	Chaerephon plicata
copious077	Livistona rotundifolia	Livistona rotundifolia
copious077	S. kuhlii	Scotophilus kuhlii
copious077	Scotophilus kuhlii	Scotophilus kuhlii
copious078	Hydnocarpus inebrians	Hydnocarpus inebrians
copious078	M. balsamina	Momordica balsamina
copious078	M. charantia	Momordica charantia
copious078	M. cylindrica	Momordica cylindrica
copious078	M. muricata	Momordica muricata
copious078	Momordica balsamina	Momordica balsamina
copious079	Chibia menagei	Chibia menagei
copious080	Bombycidendron vidalianum	Bombycidendron vidalianum
copious080	Calophyllum soulattri	Calophyllum soulattri
copious080	Calophyllum spectabile	Calophyllum spectabile
copious080	Capparis sepiaria	Capparis sepiaria
copious080	Dianthus chinensis	Dianthus chinensis
copious080	Dillenia reifferscheidia	Dillenia reifferscheidia
copious080	Hibiscus syriacus	Hibiscus syriacus
copious080	Hibiscus vidalianus	Hibiscus vidalianus
copious080	P. malabaricus	Phaeanthus malabaricus
copious080	Phaeanthus suberosus	Phaeanthus suberosus
copious080	T. mutabilis	Talauma mutabilis
copious080	T. pumila	Talauma pumila
copious080	Talauma coco	Talauma coco
copious080	Talauma villarii	Talauma villarii
copious081	Balanocarpus maximus	Balanocarpus maximus
copious081	Shorea Thiseltoni	Shorea thiseltoni
copious081	Vatica Ridleyana	Vatica ridleyana
copious084	Echinolaelaps echidninus	Echinolaelaps echidninus
copious084	Laelaps (Iphis) echidninus	Laelaps echidninus
copious084	Laelaps (Laelaps) echidninus	Laelaps echidninus
copious084	Paradoxurus hermaphroditus	Paradoxurus hermaphroditus
copious084	Rattus everetti	Rattus everetti
copious085	C. miliaris	Carpophaga miliaris
copious085	Carpophaga nuchalis	Carpophaga nuchalis
copious085	Columba griseigularis	Columba griseigularis
copious085	Leucotreron leclancheri	Leucotreron leclancheri
copious085	M. tenuirostris	Macropygia tenuirostris
copious085	Macropygia piila	Macropygia piila
copious085	Sphexocercus foiimos	Sphexocercus foiimos
copious086	Je. perennis	Je. perennis
copious086	Limnohina anomala	Limnohina anomala
copious086	P. singularis	Ptropesa singularis
copious086	Ptropesa singularis	Ptropesa singularis
copious089	A. Heyneanus	Ancistrocladus heyneanus
copious089	H. Wightiana	Hopea wightiana
copious089	Kavsip kalhoni	Kavsip kalhoni
copious089	S. laceifem	Shorea laceifem
copious089	S. Talura	Shorea talura
copious090	Anisoptera glabra	Anisoptera glabra
copious090	C. religiosa	C. religiosa
copious090	C. Roxburghii	C. roxburghii
copious090	H. scaphula	H. scaphula
copious090	O. acuminata	O. acuminata
copious090	O. Zeyi	O. zeyi
copious090	O. Zeylanica	O. zeylanica
copious090	St. Roxburghii	Sterculia roxburghii
copious090	Sterculia rubiginosa	Sterculia rubiginosa
copious091	D. crinitus	Dipterocarpus crinitus
copious091	D. hirtus	D. hirtus
copious091	D. Tamparan	D. tamparan
copious091	Dipterocarpus scortechinii	Dipterocarpus scortechinii
copious091	Dipterocarpus skinneri	Dipterocarpus skinneri
copious093	H. glabra	Hopea glabra
copious093	H. Griffithii	Hopea griffithii
copious093	H. malaharica	Hopea malaharica
copious093	H. racophloea	Hopea racophloea
copious093	H. Wightiana	Hopea wightiana
copious093	H. Wightiana var. glabra	Hopea wightiana var. glabra
copious093	P. siamensis	Pentacme siamensis
copious093	P. suavis	Pentacme suavis
copious093	Shorea siamensis	Shorea siamensis
copious094	B. Curtisii	Balanocarpus curtisii
copious094	Balanocarpus anomalus	Balanocarpus anomalus
copious094	Richetia penangiana	Richetia penangiana
copious095	Cornufer (= Platymantis) guentheri	Cornufer guentheri
copious095	Cornufer (= Platymantis) guentheri	Platymantis guentheri
copious095	Cornufer worcesteri	Cornufer worcesteri
copious095	P. guentheri	Platymantis guentheri
copious095	Platymantis guentheri	Platymantis guentheri
copious096	Crunomys melanius	Crunomys melanius
copious096	Rattus everetti	Rattus everetti
copious097	C. jussieu	Clupeonia jussieu
copious097	Clupeonia jussieui	Clupeonia jussieui
copious097	S. fimbriata	Sardinella fimbriata
copious097	S. jussieu	Sardinella jussieu
copious097	S. sindensis	Spratella sindensis
copious097	Sardinella fimbriata	Sardinella fimbriata
copious097	Spratella fimbriata	Spratella fimbriata
copious098	A. curtisii	Anisoptera curtisii
copious098	A. thurifera	Anisoptera thurifera
copious098	Anisoptera sp.	Anisoptera sp.
copious099	Atherina temmincki	Atherina temmincki
copious099	H. gibbosa	Harengula gibbosa
copious099	H. longiceps	Harengula longiceps
copious099	Harengula moluccensis	Harengula moluccensis
copious100	Anchovia commersoniana	Anchovia commersoniana
copious100	Anchovia dussumieri	Anchovia dussumieri
copious101	D. affinis	Dipterocarpus affinis
copious101	D. elongatus	Dipterocarpus elongatus
copious101	D. pilosus	Dipterocarpus pilosus
copious101	D. warburgii	Dipterocarpus warburgii
copious101	Dipterocarpus affinis	Dipterocarpus affinis
copious102	C. rotundicauda	C. rotundicauda
copious102	L. polyphemus	Limulus polyphemus
copious102	Limulus polyphemus	Limulus polyphemus
copious102	T. gigas	T. gigas
copious102	T. tridentatus	T. tridentatus
copious103	Anisoptera guiso	Anisoptera guiso
copious103	Anisoptera thurifera	Anisoptera thurifera
copious103	Dipterocarpus grandiflorus	Dipterocarpus grandiflorus
copious103	Hopea plagata	Hopea plagata
copious103	Lagerstroemia flos-reginae	Lagerstroemia flosreginae
copious103	Pithecolobium acle	Pithecolobium acle
copious103	Shorea sp.	Shorea sp.
copious103	Shorea talura	Shorea talura
copious104	A. curtisii	Anisoptera curtisii
copious104	A. glabra	Anisoptera glabra
copious104	Anisoptera brunnea	Anisoptera brunnea
copious104	Anisoptera thurifera	Anisoptera thurifera
copious105	Vatica lowii	Vatica lowii
copious106	Shorea eximia	Shorea eximia
copious106	Shorea guiso	Shorea guiso
copious106	Shorea polysperma	Shorea polysperma
copious106	Shorea polyspermia	Shorea polyspermia
copious106	Shorea rugosa	Shorea rugosa
copious106	Shorea sp.	Shorea sp.
copious106	Shorea squamata	Shorea squamata
copious106	Shorea warburgii	Shorea warburgii
copious109	Alcedo Bengalensis	Alcedo bengalensis
copious109	Ceyx melanura	Ceyx melanura
copious109	Eurystomus orientalis	Eurystomus orientalis
copious109	Harpactes ardens	Harpactes ardens
copious109	M. bicolor	Merops bicolor
copious109	Merops bicolor	Merops bicolor
copious109	Merops Philippinus	Merops philippinus
copious109	Pelargopsis gigantea	Pelargopsis gigantea
copious109	Pelargopsis leucocephala	Pelargopsis leucocephala
copious109	Tiga Everettii	Tiga everettii
copious109	Yungipicus Basilanicus	Yungipicus basilanicus
copious109	Yungipicus maculatus	Yungipicus maculatus
copious109	Yungipicus validirostris	Yungipicus validirostris
copious109	Yunigipicus Leytensis	Yunigipicus leytensis
copious110	Pteropus vampyrus lanensis	Pteropus vampyrus subsp. lanensis
copious110	Rousettus amplexicaudatus amplexicaudatus	Rousettus amplexicaudatus subsp. amplexicaudatus
copious111	D. alatus	Dipterocarpus alatus
copious111	D. Bourdilloni	Dipterocarpus bourdilloni
copious111	D. costatus	Dipterocarpus costatus
copious111	D. incanus	Dipterocarpus incanus
copious111	D. insignis	Dipterocarpus insignis
copious111	D. tuberculatus	Dipterocarpus tuberculatus
copious111	Dipterocarpus pilosus	Dipterocarpus pilosus
copious112	Culicoides (Oecacta) perornatus	Culicoides perornatus
copious113	Aporosa sphaeridophora	Aporosa sphaeridophora
