species112	PMID:20971904	bac	009	J Bacteriol. 193(1):98-106, 2011
species113	PMID:20971905	bac	010	J Bacteriol. 193(1):30-9, 2011
species114	PMID:20971906	bac	011	J Bacteriol. 193(1):215-24, 2011
species115	PMID:20971907	bac	012	J Bacteriol. 193(1):236-45, 2011
species116	PMID:20971909	bac	013	J Bacteriol. 193(1):274-82, 2011
species117	PMID:20971910	bac	014	J Bacteriol. 193(1):125-31, 2011
species118	PMID:20971911	bac	015	J Bacteriol. 193(1):52-62, 2011
species119	PMID:21035400	med	009	Lancet Neurol. 10(1):75-82, 2011
species120	PMID:20971913	bac	017	J Bacteriol. 193(1):177-89, 2011
species121	PMID:20971914	bac	018	J Bacteriol. 193(1):40-51, 2011
species122	PMID:20971915	bac	019	J Bacteriol. 193(1):132-42, 2011
species123	PMID:20971916	bac	020	J Bacteriol. 193(1):265-73, 2011
species124	PMID:21377422	pro	032	Protist. 162(3):482-9, 2011
species125	PMID:21526928	ent	093	J Insect Sci. 11:13, 2011
species126	PMID:21561747	pro	087	Eur J Protistol. 47(3):149-60, 2011
species127	PMID:21526932	ent	076	J Insect Sci. 11:16, 2011
species128	PMID:21526933	ent	077	J Insect Sci. 11:15, 2011
species129	PMID:21526934	ent	098	J Insect Sci. 11:14, 2011
species130	PMID:20933015	vir	009	J Virol Methods. 171(1):46-52, 2011
species131	PMID:20933017	vir	011	J Virol Methods. 171(1):53-60, 2011
species132	PMID:21070238	zoo	029	J Anim Ecol. 80(2):393-402, 2011
species133	PMID:21295519	pro	027	Protist. 162(2):332-72, 2011
species134	PMID:21696928	pro	097	Eur J Protistol. 47(4):239-44, 2011
species135	PMID:20708435	pro	012	Protist. 162(1):2-13, 2011
species136	PMID:21602035	pro	091	Eur J Protistol. 47(3):224-30, 2011
species137	PMID:21474379	med	086	Lancet Oncol. 12(6):583-93, 2011
species138	PMID:21195204	myc	049	Fungal Genet Biol. 48(4):456-64, 2011
species139	PMID:21039557	bot	038	New Phytol. 189(1):106-21, 2011
species140	PMID:21039558	bot	089	New Phytol. 189(1):259-71, 2011
species141	PMID:21039559	bot	090	New Phytol. 189(2):471-83, 2011
species142	PMID:21039560	bot	091	New Phytol. 189(2):484-93, 2011
species143	PMID:21039561	bot	092	New Phytol. 189(2):557-67, 2011
species144	PMID:21039562	bot	043	New Phytol. 189(2):449-58, 2011
species145	PMID:21039563	bot	094	New Phytol. 189(2):602-15, 2011
species146	PMID:21039564	bot	095	New Phytol. 189(2):629-42, 2011
species147	PMID:20961741	pro	073	Eur J Protistol. 47(1):51-6, 2011
species148	PMID:21039566	bot	047	New Phytol. 189(2):415-27, 2011
species149	PMID:21039568	bot	048	New Phytol. 189(3):843-55, 2011
species150	PMID:21039570	bot	049	New Phytol. 189(3):751-64, 2011
species151	PMID:21176788	myc	044	Fungal Genet Biol. 48(6):561-72, 2011
species152	PMID:21176789	myc	045	Fungal Genet Biol. 48(4):377-87, 2011
species153	PMID:21074391	pro	076	Eur J Protistol. 47(1):1-9, 2011
species154	PMID:20619737	med	004	Lancet Oncol. 12(2):192-200, 2011
species155	PMID:20796205	zoo	004	J Anim Ecol. 80(1):137-47, 2011
species156	PMID:20643580	pro	001	Protist. 162(1):115-30, 2011
species157	PMID:21496915	med	094	Lancet. 377(9774):1353-66, 2011
species158	PMID:21039609	bot	024	Plant Cell Environ. 34(1):89-112, 2011
species159	PMID:20863856	vir	003	J Virol Methods. 171(1):8-12, 2011
species160	PMID:21244418	zoo	053	J Anim Ecol. 80(2):310-9, 2011
species161	PMID:21244419	zoo	054	J Anim Ecol. 80(3):569-76, 2011
species162	PMID:21244420	zoo	055	J Anim Ecol. 80(3):508-18, 2011
species163	PMID:20619350	myc	006	Fungal Genet Biol. 48(2):185-91, 2011
species164	PMID:21840411	myc	074	Fungal Genet Biol. 48(11):1027-33, 2011
species165	PMID:21840412	myc	075	Fungal Genet Biol. 48(11):1020-6, 2011
species166	PMID:21840413	myc	076	Fungal Genet Biol. 48(11):1071-5, 2011
species167	PMID:21711401	ent	054	Insect Mol Biol. 20(5):577-86, 2011
species168	PMID:21441069	med	075	Lancet Oncol. 12(5):496-503, 2011
species169	PMID:21641778	pro	094	Eur J Protistol. 47(4):314-7, 2011
species170	PMID:21641779	pro	095	Eur J Protistol. 47(4):245-55, 2011
species171	PMID:21641780	pro	096	Eur J Protistol. 47(4):295-313, 2011
species172	PMID:21529147	ent	080	J Insect Sci. 11:29, 2011
species173	PMID:21529148	ent	097	J Insect Sci. 11:28, 2011
species174	PMID:21371658	med	063	Lancet Infect Dis. 11(3):248-52, 2011
species175	PMID:21529150	ent	098	J Insect Sci. 11:26, 2011
species176	PMID:21529151	ent	099	J Insect Sci. 11:25, 2011
species177	PMID:21529152	ent	100	J Insect Sci. 11:24, 2011
species178	PMID:20615753	med	003	Lancet Oncol. 12(1):83-91, 2011
species179	PMID:21600845	pro	039	Protist. 162(3):462-81, 2011
species180	PMID:21398102	pro	083	Eur J Protistol. 47(3):161-71, 2011
species181	PMID:20974180	vir	053	J Virol Methods. 171(1):123-8, 2011
species182	PMID:21459562	pro	085	Eur J Protistol. 47(2):103-23, 2011
species183	PMID:20980501	vir	060	J Virol. 85(1):264-75, 2011
species184	PMID:20599424	med	002	Lancet Oncol. 12(2):181-91, 2011
species185	PMID:20654725	myc	094	Fungal Genet Biol. 47(12):1055-69, 2010
species186	PMID:21324422	myc	065	Fungal Genet Biol. 48(6):602-11, 2011
species187	PMID:21895817	ent	068	Insect Mol Biol. 20(6):687-99, 2011
species188	PMID:21215883	med	029	Lancet. 377(9760):153-64, 2011
species189	PMID:21047954	vir	097	J Virol. 85(2):1151-5, 2011
species190	PMID:21047955	vir	098	J Virol. 85(1):638-43, 2011
species191	PMID:20880020	zoo	014	J Anim Ecol. 80(1):235-43, 2011
species192	PMID:21047957	vir	100	J Virol. 85(2):1086-98, 2011
species193	PMID:21047958	vir	100	J Virol. 85(1):481-96, 2011
species194	PMID:21463833	med	083	Lancet Oncol. 12(4):387-98, 2011
species195	PMID:20955810	myc	022	Fungal Genet Biol. 48(2):104-12, 2011
species196	PMID:20955812	myc	024	Fungal Genet Biol. 48(2):113-23, 2011
species197	PMID:20955813	myc	025	Fungal Genet Biol. 48(3):327-34, 2011
species198	PMID:20880038	bot	069	New Phytol. 189(2):507-14, 2011
species199	PMID:20980508	vir	067	J Virol. 85(1):231-42, 2011
species200	PMID:21062315	bot	030	Plant Cell Environ. 34(3):389-405, 2011
species201	PMID:21062316	bot	031	Plant Cell Environ. 34(3):406-17, 2011
species202	PMID:21062317	bot	032	Plant Cell Environ. 34(3):418-33, 2011
species203	PMID:21062318	bot	083	Plant Cell Environ. 34(3):434-43, 2011
species204	PMID:21062319	bot	034	Plant Cell Environ. 34(3):444-56, 2011
species205	PMID:21062320	bot	035	Plant Cell Environ. 34(3):457-64, 2011
species206	PMID:21435060	ent	034	Insect Mol Biol. 20(3):379-86, 2011
species207	PMID:21435061	ent	035	Insect Mol Biol. 20(3):399-408, 2011
species208	PMID:21435062	ent	036	Insect Mol Biol. 20(3):409-15, 2011
species209	PMID:20650682	pro	003	Protist. 162(1):154-67, 2011
species210	PMID:20650683	pro	004	Protist. 162(1):58-69, 2011
species211	PMID:20951743	vir	019	J Virol Methods. 171(1):74-80, 2011
species212	PMID:20951745	vir	021	J Virol Methods. 171(1):284-6, 2011
species213	PMID:21277379	myc	057	Fungal Genet Biol. 48(4):438-44, 2011
species214	PMID:21668550	ent	044	Insect Mol Biol. 20(5):567-75, 2011
species215	PMID:22182604	ent	081	Environ Entomol. 40(1):1-7, 2011
species216	PMID:21316301	pro	029	Protist. 162(3):490-502, 2011
species217	PMID:22182606	ent	083	Environ Entomol. 40(1):15-22, 2011
species218	PMID:22182607	ent	084	Environ Entomol. 40(1):23-9, 2011
species219	PMID:22182609	ent	086	Environ Entomol. 40(1):36-41, 2011
species220	PMID:22182610	ent	087	Environ Entomol. 40(1):42-51, 2011
species221	PMID:20837155	myc	015	Fungal Genet Biol. 48(2):166-76, 2011
species222	PMID:22182612	ent	089	Environ Entomol. 40(1):59-65, 2011
species223	PMID:22182614	ent	091	Environ Entomol. 40(1):73-81, 2011
species224	PMID:22182615	ent	092	Environ Entomol. 40(1):82-7, 2011
species225	PMID:22182616	ent	093	Environ Entomol. 40(1):88-93, 2011
species226	PMID:20962084	vir	030	J Virol. 85(1):456-69, 2011
species227	PMID:21570267	pro	090	Eur J Protistol. 47(3):186-96, 2011
species228	PMID:22182620	ent	097	Environ Entomol. 40(1):120-5, 2011
species229	PMID:22182622	ent	099	Environ Entomol. 40(1):132-9, 2011
species230	PMID:22182623	ent	100	Environ Entomol. 40(1):140-50, 2011
species231	PMID:20980518	vir	077	J Virol. 85(1):626-31, 2011
species232	PMID:20933014	vir	008	J Virol Methods. 171(1):40-5, 2011
species233	PMID:20728557	myc	097	Fungal Genet Biol. 47(12):1012-22, 2010
species234	PMID:21521136	ent	061	J Insect Sci. 11:9, 2011
species235	PMID:21521138	ent	083	J Insect Sci. 11:7, 2011
species236	PMID:21521139	ent	064	J Insect Sci. 11:8, 2011
species237	PMID:21521140	ent	065	J Insect Sci. 11:6, 2011
species238	PMID:21521141	ent	066	J Insect Sci. 11:5, 2011
species239	PMID:21521142	ent	067	J Insect Sci. 11:4, 2011
species240	PMID:21521143	ent	088	J Insect Sci. 11:3, 2011
species241	PMID:21521145	ent	070	J Insect Sci. 11:1, 2011
species242	PMID:21672063	ent	045	Insect Mol Biol. 20(4):493-506, 2011
species243	PMID:20962090	vir	036	J Virol. 85(1):276-85, 2011
species244	PMID:21349119	ent	028	Insect Mol Biol. 20(3):279-89, 2011
species245	PMID:21349120	ent	029	Insect Mol Biol. 20(3):335-45, 2011
species246	PMID:21349121	ent	030	Insect Mol Biol. 20(3):347-56, 2011
species247	PMID:20980523	vir	082	J Virol. 85(1):448-55, 2011
species248	PMID:21429718	pro	084	Eur J Protistol. 47(2):67-78, 2011
species249	PMID:21371655	med	060	Lancet Infect Dis. 11(3):208-22, 2011
species250	PMID:21371656	med	061	Lancet Infect Dis. 11(3):223-35, 2011
species251	PMID:20980524	vir	083	J Virol. 85(1):208-16, 2011
species252	PMID:21115658	bac	075	J Bacteriol. 193(3):744-58, 2011
species253	PMID:20118285	pro	043	Int J Syst Evol Microbiol. 61(Pt 1):16-9, 2011
species254	PMID:20980495	vir	054	J Virol. 85(2):905-15, 2011
species255	PMID:20980499	vir	058	J Virol. 85(2):776-83, 2011
species256	PMID:20962094	vir	040	J Virol. 85(1):470-80, 2011
species257	PMID:20980502	vir	061	J Virol. 85(1):378-89, 2011
species258	PMID:20980504	vir	063	J Virol. 85(1):32-42, 2011
species259	PMID:20980505	vir	064	J Virol. 85(1):156-64, 2011
species260	PMID:20980506	vir	065	J Virol. 85(1):165-77, 2011
species261	PMID:20980507	vir	066	J Virol. 85(1):217-30, 2011
species262	PMID:20962076	vir	022	J Virol. 85(1):596-605, 2011
species263	PMID:20980509	vir	068	J Virol. 85(1):296-304, 2011
species264	PMID:20962078	vir	024	J Virol. 85(1):606-20, 2011
species265	PMID:20980511	vir	070	J Virol. 85(1):422-31, 2011
species266	PMID:20980512	vir	071	J Virol. 85(1):51-63, 2011
species267	PMID:20962081	vir	027	J Virol. 85(1):98-111, 2011
species268	PMID:20980514	vir	073	J Virol. 85(1):324-33, 2011
species269	PMID:20962083	vir	029	J Virol. 85(1):542-9, 2011
species270	PMID:20980516	vir	075	J Virol. 85(1):390-6, 2011
species271	PMID:20962085	vir	031	J Virol. 85(1):123-32, 2011
species272	PMID:20962086	vir	032	J Virol. 85(1):64-75, 2011
species273	PMID:20962087	vir	033	J Virol. 85(1):76-85, 2011
species274	PMID:20962088	vir	034	J Virol. 85(1):315-23, 2011
species275	PMID:20962089	vir	035	J Virol. 85(1):621-5, 2011
species276	PMID:20980522	vir	081	J Virol. 85(1):305-14, 2011
species277	PMID:20962091	vir	037	J Virol. 85(1):530-41, 2011
species278	PMID:20796204	zoo	003	J Anim Ecol. 80(1):108-18, 2011
species279	PMID:20980525	vir	084	J Virol. 85(1):519-29, 2011
species280	PMID:20980526	vir	085	J Virol. 85(1):410-21, 2011
species281	PMID:20962096	vir	042	J Virol. 85(1):632-7, 2011
species282	PMID:21130034	pro	023	Protist. 162(3):394-404, 2011
species283	PMID:20962099	vir	045	J Virol. 85(1):432-9, 2011
species284	PMID:20962101	vir	047	J Virol. 85(1):86-97, 2011
species285	PMID:21037015	bac	037	J Bacteriol. 193(1):321-2, 2011
species286	PMID:21521214	zoo	098	J Anim Ecol. 80(5):1061-9, 2011
species287	PMID:21521215	zoo	099	J Anim Ecol. 80(5):929-37, 2011
species288	PMID:20190018	pro	068	Int J Syst Evol Microbiol. 61(Pt 1):170-83, 2011
species289	PMID:20884291	pro	019	Protist. 162(2):288-303, 2011
species290	PMID:20190020	pro	070	Int J Syst Evol Microbiol. 61(Pt 1):205-9, 2011
species291	PMID:20726924	zoo	001	J Anim Ecol. 80(1):4-18, 2011
species292	PMID:20880203	bot	009	Plant Cell Environ. 34(2):192-207, 2011
species293	PMID:20880205	bot	011	Plant Cell Environ. 34(2):220-9, 2011
species294	PMID:21334865	pro	080	Eur J Protistol. 47(2):79-85, 2011
species295	PMID:20825506	ent	002	Insect Mol Biol. 20(1):45-60, 2011
species296	PMID:20880223	bot	070	New Phytol. 189(1):347-55, 2011
species297	PMID:20880224	bot	071	New Phytol. 189(1):282-94, 2011
species298	PMID:21097616	bac	057	J Bacteriol. 193(3):591-8, 2011
species299	PMID:20880226	bot	023	New Phytol. 189(2):459-70, 2011
species300	PMID:20888422	myc	020	Fungal Genet Biol. 48(3):252-65, 2011
species301	PMID:21420905	pro	034	Protist. 162(3):503-24, 2011
species302	PMID:20863853	vir	002	J Virol Methods. 171(1):1-7, 2011
species303	PMID:21277552	med	050	Lancet Oncol. 12(2):175-80, 2011
species304	PMID:21029747	vir	086	J Virol Methods. 171(1):176-82, 2011
species305	PMID:21029748	vir	087	J Virol Methods. 171(1):156-62, 2011
species306	PMID:21801845	myc	069	Fungal Genet Biol. 48(10):979-89, 2011
species307	PMID:21029750	vir	089	J Virol Methods. 171(1):141-8, 2011
species308	PMID:21029751	vir	090	J Virol Methods. 171(1):134-40, 2011
species309	PMID:21029752	vir	091	J Virol Methods. 171(1):287-91, 2011
species310	PMID:21166911	ent	021	Insect Mol Biol. 20(2):257-65, 2011
species311	PMID:21474172	med	084	Lancet. 378(9785):86-97, 2011
species312	PMID:21474174	med	085	Lancet. 377(9775):1438-47, 2011
species313	PMID:20884368	myc	017	Fungal Genet Biol. 48(6):585-91, 2011
species314	PMID:20190019	pro	069	Int J Syst Evol Microbiol. 61(Pt 2):223-30, 2011
species315	PMID:20831728	zoo	008	J Anim Ecol. 80(1):119-27, 2011
species316	PMID:20933542	vir	012	J Virol Methods. 171(1):61-6, 2011
species317	PMID:20831729	zoo	009	J Anim Ecol. 80(1):128-36, 2011
species318	PMID:22008745	myc	085	Fungal Genet Biol. 48(12):1108-15, 2011
species319	PMID:21054379	zoo	026	J Anim Ecol. 80(1):69-78, 2011
species320	PMID:21054380	zoo	027	J Anim Ecol. 80(1):270-81, 2011
species321	PMID:21183405	pro	024	Protist. 162(3):449-61, 2011
species322	PMID:21250991	zoo	058	J Anim Ecol. 80(3):681-7, 2011
species323	PMID:20829107	pro	017	Protist. 162(2):268-76, 2011
species324	PMID:20702136	pro	011	Protist. 162(1):131-41, 2011
species325	PMID:20816830	myc	091	Fungal Genet Biol. 47(12):962-72, 2010
species326	PMID:21281727	myc	060	Fungal Genet Biol. 48(5):475-84, 2011
species327	PMID:21281729	myc	062	Fungal Genet Biol. 48(5):519-25, 2011
species328	PMID:21097633	bac	069	J Bacteriol. 193(2):551-62, 2011
species329	PMID:21054410	bot	100	New Phytol. 189(2):616-28, 2011
species330	PMID:21251019	bot	050	Plant Cell Environ. 34(4):605-17, 2011
species331	PMID:20970456	vir	048	J Virol Methods. 171(1):117-22, 2011
species332	PMID:20970457	vir	049	J Virol Methods. 171(1):107-10, 2011
species333	PMID:20970458	vir	050	J Virol Methods. 171(1):111-6, 2011
species334	PMID:21382108	ent	031	Insect Mol Biol. 20(3):357-65, 2011
species335	PMID:21382109	ent	032	Insect Mol Biol. 20(3):367-78, 2011
species336	PMID:21054434	bot	025	Plant Cell Environ. 34(2):314-31, 2011
species337	PMID:21054435	bot	026	Plant Cell Environ. 34(3):363-73, 2011
species338	PMID:21054436	bot	027	Plant Cell Environ. 34(2):332-46, 2011
species339	PMID:21054437	bot	078	Plant Cell Environ. 34(2):347-58, 2011
species340	PMID:21054438	bot	029	Plant Cell Environ. 34(3):374-88, 2011
species341	PMID:21410804	ent	033	Insect Mol Biol. 20(3):387-98, 2011
species342	PMID:21396477	myc	070	Fungal Genet Biol. 48(8):806-11, 2011
species343	PMID:21146624	myc	047	Fungal Genet Biol. 48(6):641-9, 2011
species344	PMID:21067947	myc	090	Fungal Genet Biol. 47(12):1070-80, 2010
species345	PMID:21699592	ent	048	Insect Mol Biol. 20(4):541-52, 2011
species346	PMID:21070858	myc	029	Fungal Genet Biol. 48(4):465-73, 2011
species347	PMID:21699597	ent	058	Insect Mol Biol. 20(5):619-35, 2011
species348	PMID:20433937	myc	001	Fungal Genet Biol. 48(1):15-22, 2011
species349	PMID:21511198	med	096	Lancet Neurol. 10(5):446-56, 2011
species350	PMID:21511199	med	097	Lancet Neurol. 10(5):471-80, 2011
species351	PMID:21511200	med	098	Lancet Neurol. 10(5):481-90, 2011
species352	PMID:21216300	myc	050	Fungal Genet Biol. 48(5):485-95, 2011
species353	PMID:21453871	med	077	Lancet Infect Dis. 11(4):301-11, 2011
species354	PMID:21453872	med	078	Lancet Infect Dis. 11(4):312-21, 2011
species355	PMID:21453873	med	079	Lancet Infect Dis. 11(4):322-5, 2011
species356	PMID:21148727	bac	086	J Bacteriol. 193(4):862-74, 2011
species357	PMID:21148730	bac	089	J Bacteriol. 193(4):1003-6, 2011
species358	PMID:21277756	pro	078	Eur J Protistol. 47(2):124-37, 2011
species359	PMID:21148734	bac	095	J Bacteriol. 193(5):1259-66, 2011
species360	PMID:21349439	med	053	Lancet Neurol. 10(3):241-52, 2011
species361	PMID:21148736	bac	094	J Bacteriol. 193(4):822-31, 2011
species362	PMID:21349441	med	055	Lancet Neurol. 10(3):264-74, 2011
species363	PMID:20880225	bot	072	New Phytol. 189(2):515-25, 2011
species364	PMID:21496906	med	089	Lancet. 377(9776):1523-38, 2011
species365	PMID:21496907	med	090	Lancet. 377(9778):1703-17, 2011
species366	PMID:21496910	med	091	Lancet. 377(9777):1610-23, 2011
species367	PMID:21496911	med	092	Lancet. 377(9775):1448-63, 2011
species368	PMID:21496912	med	093	Lancet. 377(9779):1798-805, 2011
species369	PMID:21388371	zoo	074	J Anim Ecol. 80(4):818-23, 2011
species370	PMID:21388372	zoo	075	J Anim Ecol. 80(4):824-34, 2011
species371	PMID:21388373	zoo	076	J Anim Ecol. 80(4):771-85, 2011
species372	PMID:20958304	bot	079	New Phytol. 189(2):526-35, 2011
species373	PMID:20958305	bot	030	New Phytol. 189(4):978-87, 2011
